,id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
403,403,2013,1,1,1421.0,1422,-1.0,1517.0,1535,-18.0,B6,1010,N274JB,JFK,BOS,38.0,187,14,22,2013-01-01 14:00:00,JetBlue Airways
404,404,2013,1,1,1421.0,1355,26.0,1735.0,1709,26.0,B6,83,N503JB,JFK,SEA,349.0,2422,13,55,2013-01-01 13:00:00,JetBlue Airways
405,405,2013,1,1,1421.0,1430,-9.0,1724.0,1752,-28.0,DL,1531,N327NW,LGA,RSW,160.0,1080,14,30,2013-01-01 14:00:00,Delta Air Lines Inc.
406,406,2013,1,1,1422.0,1410,12.0,1613.0,1555,18.0,MQ,4491,N737MQ,LGA,CLE,93.0,419,14,10,2013-01-01 14:00:00,Envoy Air
407,407,2013,1,1,1422.0,1425,-3.0,1748.0,1759,-11.0,UA,257,N502UA,JFK,SFO,362.0,2586,14,25,2013-01-01 14:00:00,United Air Lines Inc.
408,408,2013,1,1,1423.0,1430,-7.0,1535.0,1550,-15.0,EV,5710,N835AS,LGA,IAD,53.0,229,14,30,2013-01-01 14:00:00,ExpressJet Airlines Inc.
409,409,2013,1,1,1424.0,1349,35.0,1701.0,1556,65.0,EV,4687,N15574,EWR,CVG,129.0,569,13,49,2013-01-01 13:00:00,ExpressJet Airlines Inc.
410,410,2013,1,1,1424.0,1420,4.0,1659.0,1644,15.0,EV,4935,N678CA,EWR,ATL,132.0,746,14,20,2013-01-01 14:00:00,ExpressJet Airlines Inc.
411,411,2013,1,1,1428.0,1329,59.0,1803.0,1640,83.0,B6,355,N635JB,JFK,BUR,371.0,2465,13,29,2013-01-01 13:00:00,JetBlue Airways
412,412,2013,1,1,1430.0,1359,31.0,1718.0,1652,26.0,UA,278,N563UA,EWR,PBI,149.0,1023,13,59,2013-01-01 13:00:00,United Air Lines Inc.
413,413,2013,1,1,1430.0,1430,0.0,1735.0,1744,-9.0,UA,997,N452UA,LGA,IAH,227.0,1416,14,30,2013-01-01 14:00:00,United Air Lines Inc.
414,414,2013,1,1,1431.0,1429,2.0,1727.0,1722,5.0,B6,1161,N562JB,LGA,PBI,151.0,1035,14,29,2013-01-01 14:00:00,JetBlue Airways
415,415,2013,1,1,1431.0,1440,-9.0,1627.0,1616,11.0,UA,601,N849UA,EWR,CLE,91.0,404,14,40,2013-01-01 14:00:00,United Air Lines Inc.
416,416,2013,1,1,1433.0,1435,-2.0,1636.0,1644,-8.0,DL,1819,N327NB,LGA,MSP,163.0,1020,14,35,2013-01-01 14:00:00,Delta Air Lines Inc.
417,417,2013,1,1,1436.0,1435,1.0,1840.0,1820,20.0,DL,1322,N722TW,JFK,SFO,375.0,2586,14,35,2013-01-01 14:00:00,Delta Air Lines Inc.
418,418,2013,1,1,1439.0,1445,-6.0,1558.0,1613,-15.0,DL,1972,N319NB,JFK,DCA,56.0,213,14,45,2013-01-01 14:00:00,Delta Air Lines Inc.
419,419,2013,1,1,1440.0,1440,0.0,1658.0,1643,15.0,DL,1231,N926DL,LGA,DTW,94.0,502,14,40,2013-01-01 14:00:00,Delta Air Lines Inc.
420,420,2013,1,1,1442.0,1450,-8.0,1728.0,1755,-27.0,AA,1813,N5FMAA,JFK,MCO,141.0,944,14,50,2013-01-01 14:00:00,American Airlines Inc.
421,421,2013,1,1,1443.0,1444,-1.0,1600.0,1602,-2.0,EV,4292,N13908,EWR,IAD,51.0,212,14,44,2013-01-01 14:00:00,ExpressJet Airlines Inc.
422,422,2013,1,1,1445.0,1455,-10.0,1635.0,1645,-10.0,AA,337,N4UCAA,LGA,ORD,147.0,733,14,55,2013-01-01 14:00:00,American Airlines Inc.
423,423,2013,1,1,1445.0,1445,0.0,1729.0,1710,19.0,MQ,4669,N532MQ,LGA,ATL,129.0,762,14,45,2013-01-01 14:00:00,Envoy Air
424,424,2013,1,1,1446.0,1455,-9.0,1803.0,1825,-22.0,AA,1769,N5EWAA,JFK,MIA,161.0,1089,14,55,2013-01-01 14:00:00,American Airlines Inc.
425,425,2013,1,1,1448.0,1445,3.0,1651.0,1647,4.0,US,1445,N560UW,LGA,CLT,96.0,544,14,45,2013-01-01 14:00:00,US Airways Inc.
426,426,2013,1,1,1449.0,1450,-1.0,1651.0,1640,11.0,MQ,4403,N853MQ,JFK,RDU,78.0,427,14,50,2013-01-01 14:00:00,Envoy Air
427,427,2013,1,1,1451.0,1500,-9.0,1634.0,1636,-2.0,9E,4105,N8444F,JFK,IAD,57.0,228,15,0,2013-01-01 15:00:00,Endeavor Air Inc.
428,428,2013,1,1,1452.0,1455,-3.0,1637.0,1639,-2.0,9E,3295,N920XJ,JFK,BUF,68.0,301,14,55,2013-01-01 14:00:00,Endeavor Air Inc.
429,429,2013,1,1,1452.0,1457,-5.0,1753.0,1811,-18.0,B6,61,N292JB,JFK,FLL,162.0,1069,14,57,2013-01-01 14:00:00,JetBlue Airways
430,430,2013,1,1,1453.0,1450,3.0,1707.0,1645,22.0,MQ,4172,N610MQ,JFK,CLE,99.0,425,14,50,2013-01-01 14:00:00,Envoy Air
431,431,2013,1,1,1453.0,1500,-7.0,1601.0,1620,-19.0,US,2179,N951UW,LGA,DCA,51.0,214,15,0,2013-01-01 15:00:00,US Airways Inc.
432,432,2013,1,1,1454.0,1458,-4.0,1554.0,1615,-21.0,EV,4390,N11544,EWR,PWM,47.0,284,14,58,2013-01-01 14:00:00,ExpressJet Airlines Inc.
433,433,2013,1,1,1454.0,1500,-6.0,1635.0,1636,-1.0,9E,3843,N8409N,JFK,SYR,57.0,209,15,0,2013-01-01 15:00:00,Endeavor Air Inc.
434,434,2013,1,1,1454.0,1500,-6.0,1815.0,1837,-22.0,DL,1467,N702TW,JFK,LAX,340.0,2475,15,0,2013-01-01 15:00:00,Delta Air Lines Inc.
435,435,2013,1,1,1455.0,1457,-2.0,1731.0,1730,1.0,B6,119,N279JB,JFK,MSY,192.0,1182,14,57,2013-01-01 14:00:00,JetBlue Airways
436,436,2013,1,1,1455.0,1459,-4.0,1655.0,1645,10.0,B6,1053,N203JB,JFK,PIT,87.0,340,14,59,2013-01-01 14:00:00,JetBlue Airways
437,437,2013,1,1,1455.0,1500,-5.0,1753.0,1810,-17.0,DL,1997,N997DL,LGA,PBI,152.0,1035,15,0,2013-01-01 15:00:00,Delta Air Lines Inc.
438,438,2013,1,1,1456.0,1500,-4.0,1649.0,1632,17.0,UA,685,N802UA,LGA,ORD,140.0,733,15,0,2013-01-01 15:00:00,United Air Lines Inc.
439,439,2013,1,1,1456.0,1455,1.0,1830.0,1813,17.0,UA,1134,N24212,EWR,AUS,252.0,1504,14,55,2013-01-01 14:00:00,United Air Lines Inc.
440,440,2013,1,1,1457.0,1500,-3.0,1758.0,1815,-17.0,UA,379,N401UA,EWR,RSW,166.0,1068,15,0,2013-01-01 15:00:00,United Air Lines Inc.
441,441,2013,1,1,1457.0,1500,-3.0,1652.0,1656,-4.0,US,720,N539UW,EWR,CLT,97.0,529,15,0,2013-01-01 15:00:00,US Airways Inc.
442,442,2013,1,1,1458.0,1500,-2.0,1658.0,1655,3.0,MQ,4429,N736MQ,LGA,CMH,94.0,479,15,0,2013-01-01 15:00:00,Envoy Air
443,443,2013,1,1,1459.0,1501,-2.0,1651.0,1651,0.0,EV,5675,N15572,EWR,CMH,96.0,463,15,1,2013-01-01 15:00:00,ExpressJet Airlines Inc.
444,444,2013,1,1,1459.0,1454,5.0,1750.0,1751,-1.0,UA,1105,N75435,EWR,TPA,152.0,997,14,54,2013-01-01 14:00:00,United Air Lines Inc.
445,445,2013,1,1,1500.0,1459,1.0,1809.0,1806,3.0,B6,377,N633JB,LGA,FLL,167.0,1076,14,59,2013-01-01 14:00:00,JetBlue Airways
446,446,2013,1,1,1502.0,1500,2.0,1802.0,1806,-4.0,UA,456,N406UA,EWR,FLL,156.0,1065,15,0,2013-01-01 15:00:00,United Air Lines Inc.
447,447,2013,1,1,1505.0,1310,115.0,1638.0,1431,127.0,EV,4497,N17984,EWR,RIC,63.0,277,13,10,2013-01-01 13:00:00,ExpressJet Airlines Inc.
448,448,2013,1,1,1505.0,1510,-5.0,1654.0,1655,-1.0,MQ,4447,N734MQ,LGA,RDU,82.0,431,15,10,2013-01-01 15:00:00,Envoy Air
449,449,2013,1,1,1506.0,1505,1.0,1838.0,1820,18.0,AA,759,N3DUAA,LGA,DFW,248.0,1389,15,5,2013-01-01 15:00:00,American Airlines Inc.
450,450,2013,1,1,1506.0,1512,-6.0,1723.0,1741,-18.0,UA,407,N513UA,LGA,DEN,237.0,1620,15,12,2013-01-01 15:00:00,United Air Lines Inc.
451,451,2013,1,1,1507.0,1515,-8.0,1651.0,1656,-5.0,9E,3792,N8631E,JFK,ROC,66.0,264,15,15,2013-01-01 15:00:00,Endeavor Air Inc.
452,452,2013,1,1,1507.0,1510,-3.0,1748.0,1745,3.0,MQ,4309,N803MQ,JFK,IND,130.0,665,15,10,2013-01-01 15:00:00,Envoy Air
453,453,2013,1,1,1508.0,1450,18.0,1813.0,1747,26.0,UA,1687,N76529,EWR,MCO,146.0,937,14,50,2013-01-01 14:00:00,United Air Lines Inc.
454,454,2013,1,1,1510.0,1517,-7.0,1811.0,1811,0.0,B6,537,N563JB,EWR,TPA,156.0,997,15,17,2013-01-01 15:00:00,JetBlue Airways
455,455,2013,1,1,1511.0,1500,11.0,1753.0,1742,11.0,DL,2347,N678DL,LGA,ATL,135.0,762,15,0,2013-01-01 15:00:00,Delta Air Lines Inc.
456,456,2013,1,1,1511.0,1515,-4.0,1657.0,1700,-3.0,DL,1456,N318NB,LGA,BUF,60.0,292,15,15,2013-01-01 15:00:00,Delta Air Lines Inc.
457,457,2013,1,1,1512.0,1518,-6.0,1805.0,1823,-18.0,B6,153,N645JB,JFK,MCO,142.0,944,15,18,2013-01-01 15:00:00,JetBlue Airways
458,458,2013,1,1,1513.0,1505,8.0,1714.0,1703,11.0,EV,4223,N13914,EWR,CLT,102.0,529,15,5,2013-01-01 15:00:00,ExpressJet Airlines Inc.
459,459,2013,1,1,1513.0,1515,-2.0,1705.0,1700,5.0,MQ,4333,N635MQ,JFK,PIT,79.0,340,15,15,2013-01-01 15:00:00,Envoy Air
460,460,2013,1,1,1515.0,1437,38.0,1834.0,1742,52.0,B6,347,N178JB,JFK,SRQ,171.0,1041,14,37,2013-01-01 14:00:00,JetBlue Airways
461,461,2013,1,1,1518.0,1516,2.0,1837.0,1832,5.0,UA,1699,N53442,EWR,SFO,348.0,2565,15,16,2013-01-01 15:00:00,United Air Lines Inc.
462,462,2013,1,1,1520.0,1430,50.0,1835.0,1735,60.0,AA,883,N589AA,EWR,DFW,236.0,1372,14,30,2013-01-01 14:00:00,American Airlines Inc.
463,463,2013,1,1,1520.0,1525,-5.0,1643.0,1655,-12.0,MQ,3823,N509MQ,JFK,DCA,57.0,213,15,25,2013-01-01 15:00:00,Envoy Air
464,464,2013,1,1,1520.0,1520,0.0,1817.0,1816,1.0,UA,1593,N13750,EWR,MCO,152.0,937,15,20,2013-01-01 15:00:00,United Air Lines Inc.
465,465,2013,1,1,1521.0,1515,6.0,1830.0,1823,7.0,DL,507,N378NW,LGA,MCO,145.0,950,15,15,2013-01-01 15:00:00,Delta Air Lines Inc.
466,466,2013,1,1,1522.0,1530,-8.0,1731.0,1725,6.0,MQ,4146,N902MQ,JFK,CMH,98.0,483,15,30,2013-01-01 15:00:00,Envoy Air
467,467,2013,1,1,1522.0,1530,-8.0,1858.0,1855,3.0,UA,530,N512UA,JFK,LAX,356.0,2475,15,30,2013-01-01 15:00:00,United Air Lines Inc.
468,468,2013,1,1,1523.0,1516,7.0,1831.0,1828,3.0,UA,1600,N18112,EWR,LAX,337.0,2454,15,16,2013-01-01 15:00:00,United Air Lines Inc.
469,469,2013,1,1,1524.0,1457,27.0,1828.0,1801,27.0,B6,141,N504JB,JFK,PBI,156.0,1028,14,57,2013-01-01 14:00:00,JetBlue Airways
470,470,2013,1,1,1525.0,1340,105.0,1831.0,1626,125.0,B6,525,N231JB,EWR,MCO,152.0,937,13,40,2013-01-01 13:00:00,JetBlue Airways
471,471,2013,1,1,1525.0,1530,-5.0,1934.0,1805,,MQ,4525,N719MQ,LGA,XNA,,1147,15,30,2013-01-01 15:00:00,Envoy Air
472,472,2013,1,1,1526.0,1530,-4.0,1714.0,1650,24.0,WN,4105,N280WN,EWR,MDW,141.0,711,15,30,2013-01-01 15:00:00,Southwest Airlines Co.
473,473,2013,1,1,1527.0,1530,-3.0,1841.0,1855,-14.0,AA,1039,N3HYAA,JFK,FLL,163.0,1069,15,30,2013-01-01 15:00:00,American Airlines Inc.
474,474,2013,1,1,1527.0,1455,32.0,1655.0,1628,27.0,B6,8,N607JB,JFK,BUF,66.0,301,14,55,2013-01-01 14:00:00,JetBlue Airways
475,475,2013,1,1,1527.0,1533,-6.0,1836.0,1857,-21.0,B6,137,N794JB,JFK,RSW,168.0,1074,15,33,2013-01-01 15:00:00,JetBlue Airways
476,476,2013,1,1,1527.0,1515,12.0,1854.0,1810,44.0,UA,1695,N69059,EWR,IAH,210.0,1400,15,15,2013-01-01 15:00:00,United Air Lines Inc.
477,477,2013,1,1,1528.0,1459,29.0,2002.0,1647,,EV,3806,N17108,EWR,STL,,872,14,59,2013-01-01 14:00:00,ExpressJet Airlines Inc.
478,478,2013,1,1,1528.0,1530,-2.0,1731.0,1725,6.0,AA,2223,N573AA,LGA,STL,160.0,888,15,30,2013-01-01 15:00:00,American Airlines Inc.
479,479,2013,1,1,1529.0,1457,32.0,1720.0,1634,46.0,UA,459,N497UA,EWR,ORD,138.0,719,14,57,2013-01-01 14:00:00,United Air Lines Inc.
480,480,2013,1,1,1529.0,1530,-1.0,1733.0,1737,-4.0,US,1665,N738US,LGA,CLT,103.0,544,15,30,2013-01-01 15:00:00,US Airways Inc.
481,481,2013,1,1,1530.0,1530,0.0,1650.0,1655,-5.0,9E,3369,N913XJ,JFK,BWI,40.0,184,15,30,2013-01-01 15:00:00,Endeavor Air Inc.
482,482,2013,1,1,1531.0,1453,38.0,1637.0,1603,34.0,EV,4372,N13975,EWR,DCA,45.0,199,14,53,2013-01-01 14:00:00,ExpressJet Airlines Inc.
483,483,2013,1,1,1531.0,1459,32.0,1745.0,1658,47.0,EV,4572,N15912,EWR,GSP,106.0,594,14,59,2013-01-01 14:00:00,ExpressJet Airlines Inc.
484,484,2013,1,1,1531.0,1520,11.0,1809.0,1750,19.0,UA,365,N514UA,EWR,DEN,247.0,1605,15,20,2013-01-01 15:00:00,United Air Lines Inc.
485,485,2013,1,1,1534.0,1530,4.0,1755.0,1735,20.0,EV,4093,N17115,EWR,GRR,120.0,605,15,30,2013-01-01 15:00:00,ExpressJet Airlines Inc.
486,486,2013,1,1,1536.0,1520,16.0,1709.0,1650,19.0,WN,2081,N226WN,LGA,MKE,133.0,738,15,20,2013-01-01 15:00:00,Southwest Airlines Co.
487,487,2013,1,1,1538.0,1540,-2.0,1827.0,1851,-24.0,DL,4,N372DA,JFK,MCO,133.0,944,15,40,2013-01-01 15:00:00,Delta Air Lines Inc.
488,488,2013,1,1,1539.0,1530,9.0,1904.0,1910,-6.0,AA,85,N342AA,JFK,SFO,360.0,2586,15,30,2013-01-01 15:00:00,American Airlines Inc.
489,489,2013,1,1,1539.0,1545,-6.0,1853.0,1910,-17.0,AA,133,N319AA,JFK,LAX,351.0,2475,15,45,2013-01-01 15:00:00,American Airlines Inc.
490,490,2013,1,1,1539.0,1537,2.0,1854.0,1819,35.0,UA,1222,N14250,EWR,LAS,342.0,2227,15,37,2013-01-01 15:00:00,United Air Lines Inc.
491,491,2013,1,1,1540.0,1338,122.0,2020.0,1825,115.0,B6,705,N570JB,JFK,SJU,193.0,1598,13,38,2013-01-01 13:00:00,JetBlue Airways
492,492,2013,1,1,1542.0,1545,-3.0,1852.0,1913,-21.0,DL,1283,N3750D,JFK,SAN,342.0,2446,15,45,2013-01-01 15:00:00,Delta Air Lines Inc.
493,493,2013,1,1,1543.0,1550,-7.0,1933.0,1925,8.0,DL,1773,N688DL,JFK,SLC,320.0,1990,15,50,2013-01-01 15:00:00,Delta Air Lines Inc.
494,494,2013,1,1,1543.0,1543,0.0,1731.0,1733,-2.0,UA,636,N413UA,LGA,CLE,88.0,419,15,43,2013-01-01 15:00:00,United Air Lines Inc.
495,495,2013,1,1,1546.0,1540,6.0,1753.0,1748,5.0,9E,3338,N904XJ,JFK,ORD,146.0,740,15,40,2013-01-01 15:00:00,Endeavor Air Inc.
496,496,2013,1,1,1547.0,1545,2.0,1823.0,1815,8.0,DL,1942,N994DL,EWR,ATL,129.0,746,15,45,2013-01-01 15:00:00,Delta Air Lines Inc.
497,497,2013,1,1,1548.0,1420,88.0,1751.0,1620,91.0,MQ,4588,N6EAMQ,LGA,MSP,167.0,1020,14,20,2013-01-01 14:00:00,Envoy Air
498,498,2013,1,1,1549.0,1445,64.0,1912.0,1656,136.0,EV,4181,N21197,EWR,MCI,234.0,1092,14,45,2013-01-01 14:00:00,ExpressJet Airlines Inc.
499,499,2013,1,1,1549.0,1548,1.0,1851.0,1859,-8.0,UA,80,N54241,EWR,MIA,156.0,1085,15,48,2013-01-01 15:00:00,United Air Lines Inc.
500,500,2013,1,1,1550.0,1550,0.0,1844.0,1831,13.0,9E,3372,N934XJ,JFK,IND,139.0,665,15,50,2013-01-01 15:00:00,Endeavor Air Inc.
501,501,2013,1,1,1552.0,1600,-8.0,1732.0,1720,12.0,EV,5709,N825AS,LGA,IAD,55.0,229,16,0,2013-01-01 16:00:00,ExpressJet Airlines Inc.
502,502,2013,1,1,1552.0,1600,-8.0,1826.0,1820,6.0,FL,620,N997AT,LGA,ATL,132.0,762,16,0,2013-01-01 16:00:00,AirTran Airways Corporation
503,503,2013,1,1,1552.0,1600,-8.0,1749.0,1757,-8.0,9E,3459,N910XJ,JFK,BNA,150.0,765,16,0,2013-01-01 16:00:00,Endeavor Air Inc.
504,504,2013,1,1,1552.0,1600,-8.0,1933.0,1915,18.0,AA,565,N3CGAA,JFK,DFW,254.0,1391,16,0,2013-01-01 16:00:00,American Airlines Inc.
505,505,2013,1,1,1554.0,1600,-6.0,1701.0,1734,-33.0,9E,3331,N931XJ,JFK,BOS,41.0,187,16,0,2013-01-01 16:00:00,Endeavor Air Inc.
506,506,2013,1,1,1554.0,1559,-5.0,1857.0,1841,16.0,DL,847,N918DE,LGA,ATL,131.0,762,15,59,2013-01-01 15:00:00,Delta Air Lines Inc.
507,507,2013,1,1,1554.0,1600,-6.0,1830.0,1820,10.0,MQ,3985,N606MQ,JFK,CVG,118.0,589,16,0,2013-01-01 16:00:00,Envoy Air
508,508,2013,1,1,1556.0,1600,-4.0,1737.0,1739,-2.0,EV,5163,N761ND,LGA,PIT,69.0,335,16,0,2013-01-01 16:00:00,ExpressJet Airlines Inc.
509,509,2013,1,1,1557.0,1600,-3.0,1910.0,1939,-29.0,DL,1508,N955DL,JFK,RSW,171.0,1074,16,0,2013-01-01 16:00:00,Delta Air Lines Inc.
510,510,2013,1,1,1557.0,1600,-3.0,1746.0,1742,4.0,UA,687,N487UA,LGA,ORD,143.0,733,16,0,2013-01-01 16:00:00,United Air Lines Inc.
511,511,2013,1,1,1558.0,1534,24.0,1808.0,1703,65.0,EV,4502,N16546,EWR,BNA,168.0,748,15,34,2013-01-01 15:00:00,ExpressJet Airlines Inc.
512,512,2013,1,1,1558.0,1359,119.0,1718.0,1515,123.0,EV,5712,N826AS,JFK,IAD,53.0,228,13,59,2013-01-01 13:00:00,ExpressJet Airlines Inc.
513,513,2013,1,1,1558.0,1600,-2.0,1910.0,1903,7.0,B6,509,N708JB,EWR,FLL,166.0,1065,16,0,2013-01-01 16:00:00,JetBlue Airways
514,514,2013,1,1,1559.0,1605,-6.0,1844.0,1912,-28.0,DL,91,N374DA,JFK,LAS,309.0,2248,16,5,2013-01-01 16:00:00,Delta Air Lines Inc.
515,515,2013,1,1,1600.0,1610,-10.0,1712.0,1729,-17.0,9E,4088,N8968E,JFK,PHL,35.0,94,16,10,2013-01-01 16:00:00,Endeavor Air Inc.
516,516,2013,1,1,1601.0,1601,0.0,1750.0,1735,15.0,UA,702,N484UA,EWR,ORD,141.0,719,16,1,2013-01-01 16:00:00,United Air Lines Inc.
517,517,2013,1,1,1602.0,1605,-3.0,1834.0,1838,-4.0,DL,1861,N301NB,LGA,MCI,189.0,1107,16,5,2013-01-01 16:00:00,Delta Air Lines Inc.
518,518,2013,1,1,1603.0,1547,16.0,1720.0,1708,12.0,EV,3272,N14168,EWR,BUF,58.0,282,15,47,2013-01-01 15:00:00,ExpressJet Airlines Inc.
519,519,2013,1,1,1603.0,1550,13.0,1751.0,1739,12.0,B6,917,N316JB,JFK,ORD,150.0,740,15,50,2013-01-01 15:00:00,JetBlue Airways
520,520,2013,1,1,1603.0,1600,3.0,1839.0,1830,9.0,WN,591,N965WN,EWR,DEN,254.0,1605,16,0,2013-01-01 16:00:00,Southwest Airlines Co.
521,521,2013,1,1,1603.0,1605,-2.0,1818.0,1750,28.0,MQ,4415,N730MQ,LGA,RDU,79.0,431,16,5,2013-01-01 16:00:00,Envoy Air
522,522,2013,1,1,1603.0,1600,3.0,1912.0,1906,6.0,UA,367,N820UA,EWR,FLL,162.0,1065,16,0,2013-01-01 16:00:00,United Air Lines Inc.
523,523,2013,1,1,1604.0,1510,54.0,1817.0,1710,67.0,MQ,4579,N0EGMQ,LGA,CLT,106.0,544,15,10,2013-01-01 15:00:00,Envoy Air
524,524,2013,1,1,1605.0,1610,-5.0,1804.0,1800,4.0,AA,341,N569AA,LGA,ORD,146.0,733,16,10,2013-01-01 16:00:00,American Airlines Inc.
525,525,2013,1,1,1607.0,1555,12.0,1735.0,1715,20.0,B6,12,N184JB,JFK,SYR,58.0,209,15,55,2013-01-01 15:00:00,JetBlue Airways
526,526,2013,1,1,1607.0,1443,84.0,1711.0,1553,78.0,UA,465,N435UA,EWR,BOS,35.0,200,14,43,2013-01-01 14:00:00,United Air Lines Inc.
527,527,2013,1,1,1608.0,1535,33.0,2002.0,1850,72.0,AA,763,N3GKAA,LGA,DFW,249.0,1389,15,35,2013-01-01 15:00:00,American Airlines Inc.
528,528,2013,1,1,1608.0,1600,8.0,1953.0,1925,28.0,AA,1467,N3DYAA,LGA,MIA,171.0,1096,16,0,2013-01-01 16:00:00,American Airlines Inc.
529,529,2013,1,1,1608.0,1609,-1.0,1847.0,1910,-23.0,B6,157,N712JB,JFK,MCO,137.0,944,16,9,2013-01-01 16:00:00,JetBlue Airways
530,530,2013,1,1,1610.0,1615,-5.0,1913.0,1948,-35.0,DL,1411,N947DL,JFK,FLL,155.0,1069,16,15,2013-01-01 16:00:00,Delta Air Lines Inc.
531,531,2013,1,1,1610.0,1615,-5.0,1827.0,1830,-3.0,DL,1619,N360NB,LGA,MSP,168.0,1020,16,15,2013-01-01 16:00:00,Delta Air Lines Inc.
532,532,2013,1,1,1610.0,1555,15.0,1852.0,1834,18.0,DL,1939,N362NW,LGA,DEN,235.0,1620,15,55,2013-01-01 15:00:00,Delta Air Lines Inc.
533,533,2013,1,1,1611.0,1601,10.0,2010.0,1941,29.0,UA,1635,N76504,EWR,PHX,328.0,2133,16,1,2013-01-01 16:00:00,United Air Lines Inc.
534,534,2013,1,1,1615.0,1602,13.0,1748.0,1728,20.0,EV,4406,N36915,EWR,PIT,73.0,319,16,2,2013-01-01 16:00:00,ExpressJet Airlines Inc.
535,535,2013,1,1,1619.0,1625,-6.0,1912.0,1855,17.0,MQ,4661,N537MQ,LGA,ATL,136.0,762,16,25,2013-01-01 16:00:00,Envoy Air
536,536,2013,1,1,1620.0,1620,0.0,1945.0,1922,23.0,UA,1178,N18119,EWR,IAH,242.0,1400,16,20,2013-01-01 16:00:00,United Air Lines Inc.
537,537,2013,1,1,1621.0,1548,33.0,1904.0,1830,34.0,DL,95,N704X,JFK,ATL,130.0,760,15,48,2013-01-01 15:00:00,Delta Air Lines Inc.
538,538,2013,1,1,1623.0,1620,3.0,2002.0,1959,3.0,US,35,N550UW,JFK,PHX,317.0,2153,16,20,2013-01-01 16:00:00,US Airways Inc.
539,539,2013,1,1,1625.0,1550,35.0,2054.0,2050,4.0,AA,1635,N630AA,JFK,SJU,188.0,1598,15,50,2013-01-01 15:00:00,American Airlines Inc.
540,540,2013,1,1,1626.0,1630,-4.0,2007.0,1952,15.0,B6,675,N804JB,JFK,LAX,370.0,2475,16,30,2013-01-01 16:00:00,JetBlue Airways
541,541,2013,1,1,1626.0,1630,-4.0,1855.0,1853,2.0,DL,702,N361NW,JFK,DTW,108.0,509,16,30,2013-01-01 16:00:00,Delta Air Lines Inc.
542,542,2013,1,1,1627.0,1459,88.0,1925.0,1805,80.0,B6,63,N599JB,JFK,TPA,159.0,1005,14,59,2013-01-01 14:00:00,JetBlue Airways
543,543,2013,1,1,1627.0,1630,-3.0,1940.0,2020,-40.0,VX,27,N847VA,JFK,SFO,354.0,2586,16,30,2013-01-01 16:00:00,Virgin America
544,544,2013,1,1,1628.0,1524,64.0,1740.0,1641,59.0,EV,4133,N14959,EWR,IAD,53.0,212,15,24,2013-01-01 15:00:00,ExpressJet Airlines Inc.
545,545,2013,1,1,1628.0,1630,-2.0,1907.0,1923,-16.0,DL,920,N331NW,JFK,DEN,248.0,1626,16,30,2013-01-01 16:00:00,Delta Air Lines Inc.
546,546,2013,1,1,1630.0,1548,42.0,1902.0,1755,67.0,EV,4352,N22909,EWR,CVG,121.0,569,15,48,2013-01-01 15:00:00,ExpressJet Airlines Inc.
547,547,2013,1,1,1630.0,1636,-6.0,1913.0,1943,-30.0,B6,143,N534JB,JFK,PBI,147.0,1028,16,36,2013-01-01 16:00:00,JetBlue Airways
548,548,2013,1,1,1631.0,1617,14.0,1740.0,1727,13.0,EV,4299,N14972,EWR,DCA,48.0,199,16,17,2013-01-01 16:00:00,ExpressJet Airlines Inc.
549,549,2013,1,1,1631.0,1635,-4.0,1956.0,2000,-4.0,US,656,N649AW,EWR,PHX,309.0,2133,16,35,2013-01-01 16:00:00,US Airways Inc.
550,550,2013,1,1,1631.0,1630,1.0,1935.0,1950,-15.0,UA,1726,N75425,EWR,SAN,346.0,2425,16,30,2013-01-01 16:00:00,United Air Lines Inc.
551,551,2013,1,1,1632.0,1635,-3.0,1903.0,1840,23.0,WN,190,N258WN,LGA,STL,181.0,888,16,35,2013-01-01 16:00:00,Southwest Airlines Co.
552,552,2013,1,1,1632.0,1635,-3.0,1824.0,1810,14.0,MQ,3695,N507MQ,EWR,ORD,139.0,719,16,35,2013-01-01 16:00:00,Envoy Air
553,553,2013,1,1,1634.0,1626,8.0,1913.0,1852,21.0,UA,69,N27213,EWR,DEN,247.0,1605,16,26,2013-01-01 16:00:00,United Air Lines Inc.
554,554,2013,1,1,1635.0,1630,5.0,1830.0,1810,20.0,UA,162,N16701,EWR,CLE,84.0,404,16,30,2013-01-01 16:00:00,United Air Lines Inc.
555,555,2013,1,1,1636.0,1639,-3.0,1747.0,1755,-8.0,B6,1176,N190JB,EWR,BOS,42.0,200,16,39,2013-01-01 16:00:00,JetBlue Airways
556,556,2013,1,1,1637.0,1545,52.0,1858.0,1819,39.0,9E,3321,N604LR,JFK,MSP,173.0,1029,15,45,2013-01-01 15:00:00,Endeavor Air Inc.
557,557,2013,1,1,1639.0,1517,82.0,1815.0,1639,96.0,EV,4580,N16561,EWR,MKE,140.0,725,15,17,2013-01-01 15:00:00,ExpressJet Airlines Inc.
558,558,2013,1,1,1640.0,1640,0.0,1859.0,1850,9.0,MQ,4540,N723MQ,LGA,DTW,106.0,502,16,40,2013-01-01 16:00:00,Envoy Air
